srv_file,srv_line,srv_from,srv_to,srv_az_deg,srv_inc_deg,srv_dist_m,srv_lrud_raw,srv_record_raw,model_leg_no,model_segment,model_leg_dump3d,model_from,model_to,model_leg_reversed,model_dx_m,model_dy_m,model_dz_m,model_dist_m,delta_dist_m,model_az_deg,delta_az_deg,model_inc_deg,delta_inc_deg,loop_111_116,abs_delta_dist_gt_0_01,srv_sha256,status_obserwacji,status_lrud,interpretacja_modelu
CZSR.SRV,26,nvk28,nvk29,329.0,-70.0,2.64,"<0.00,2.00,1.00,0.00>","nvk28	nvk29	329.00	-70.00	2.64	<0.00,2.00,1.00,0.00>",16,Nova_Kresanica.NK_03,LEG -27.47 -9.18 -41.59 -27.94 -8.41 -44.07 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.28,Nova_Kresanica.NK_03.29,False,-0.47,0.77,-2.48,2.63898,-0.00102,328.60054,-0.39946,-70.01097,-0.01097,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,27,nvk29,nvk29a,35.0,0.0,3.02,,nvk29	nvk29a	35.00	0.00	3.02,120,Nova_Kresanica.NK_03,LEG -27.94 -8.41 -44.07 -26.21 -5.94 -44.07 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.29,Nova_Kresanica.NK_03.29a,False,1.73,2.47,0.0,3.01559,-0.00441,35.00759,0.00759,0.0,0.0,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,nie dotyczy,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,28,nvk29,nvk30,201.0,-47.0,3.39,"<1.50,0.00,0.30,0.30>","nvk29	nvk30	201.00	-47.00	3.39	<1.50,0.00,0.30,0.30>",17,Nova_Kresanica.NK_03,LEG -27.94 -8.41 -44.07 -28.77 -10.57 -46.55 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.29,Nova_Kresanica.NK_03.30,False,-0.83,-2.16,-2.48,3.39189,0.00189,201.01973,0.01973,-46.98342,0.01658,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,29,nvk30,nvk31,233.0,-25.0,1.82,"<1.50,0.00,0.30,0.30>","nvk30	nvk31	233.00	-25.00	1.82	<1.50,0.00,0.30,0.30>",18,Nova_Kresanica.NK_03,LEG -28.77 -10.57 -46.55 -30.08 -11.56 -47.32 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.30,Nova_Kresanica.NK_03.31,False,-1.31,-0.99,-0.77,1.81359,-0.00641,232.92074,-0.07926,-25.12363,-0.12363,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,30,nvk31,nvk32,244.0,-27.0,1.88,"<1.00,0.00,0.30,0.30>","nvk31	nvk32	244.00	-27.00	1.88	<1.00,0.00,0.30,0.30>",19,Nova_Kresanica.NK_03,LEG -30.08 -11.56 -47.32 -31.59 -12.29 -48.17 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.31,Nova_Kresanica.NK_03.32,False,-1.51,-0.73,-0.85,1.88029,0.00029,244.19885,0.19885,-26.87576,0.12424,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,31,nvk32,nvk33,216.5,-7.5,2.38,"<0.00,0.60,1.60,0.00>","nvk32	nvk33	216.50	-7.50	2.38	<0.00,0.60,1.60,0.00>",20,Nova_Kresanica.NK_03,LEG -31.59 -12.29 -48.17 -32.99 -14.19 -48.48 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.32,Nova_Kresanica.NK_03.33,False,-1.4,-1.9,-0.31,2.38036,0.00036,216.38435,-0.11565,-7.48303,0.01697,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,32,nvk33,nvk34,1.5,-52.5,1.61,"<2.00,1.00,0.00,7.00>","nvk33	nvk34	1.50	-52.50	1.61	<2.00,1.00,0.00,7.00>",21,Nova_Kresanica.NK_03,LEG -32.99 -14.19 -48.48 -32.97 -13.21 -49.76 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.33,Nova_Kresanica.NK_03.34,False,0.02,0.98,-1.28,1.6122,0.0022,1.16914,-0.33086,-52.55567,-0.05567,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,33,nvk34,nvk35,242.0,-12.0,7.83,"<0.50,0.50,2.00,1.00>","nvk34	nvk35	242.00	-12.00	7.83	<0.50,0.50,2.00,1.00>",22,Nova_Kresanica.NK_03,LEG -32.97 -13.21 -49.76 -39.73 -16.81 -51.38 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.34,Nova_Kresanica.NK_03.35,False,-6.76,-3.6,-1.62,7.82828,-0.00172,241.96272,-0.03728,-11.9432,0.0568,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,34,nvk35,nvk36,199.0,5.5,2.78,"<0.50,0.50,0.00,0.60>","nvk35	nvk36	199.00	5.50	2.78	<0.50,0.50,0.00,0.60>",23,Nova_Kresanica.NK_03,LEG -39.73 -16.81 -51.38 -40.63 -19.42 -51.12 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.35,Nova_Kresanica.NK_03.36,False,-0.9,-2.61,0.26,2.77303,-0.00697,199.02561,0.02561,5.37997,-0.12003,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,35,nvk36,nvk37,265.5,9.5,3.23,"<0.50,1.00,1.00,0.00>","nvk36	nvk37	265.50	9.50	3.23	<0.50,1.00,1.00,0.00>",24,Nova_Kresanica.NK_03,LEG -40.63 -19.42 -51.12 -43.81 -19.67 -50.59 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.36,Nova_Kresanica.NK_03.37,False,-3.18,-0.25,0.53,3.23354,0.00354,265.50486,0.00486,9.43374,-0.06626,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,36,nvk37,nvk38,229.0,-36.0,3.76,"<3.00,12.00,1.00,2.00>","nvk37	nvk38	229.00	-36.00	3.76	<3.00,12.00,1.00,2.00>",25,Nova_Kresanica.NK_03,LEG -43.81 -19.67 -50.59 -46.10 -21.67 -52.80 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.37,Nova_Kresanica.NK_03.38,False,-2.29,-2.0,-2.21,3.75875,-0.00125,228.86726,-0.13274,-36.01248,-0.01248,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,37,nvk38,nvk39,299.0,0.0,1.49,"<3.00,12.00,3.00,1.00>","nvk38	nvk39	299.00	0.00	1.49	<3.00,12.00,3.00,1.00>",26,Nova_Kresanica.NK_03,LEG -46.10 -21.67 -52.80 -47.40 -20.95 -52.80 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.38,Nova_Kresanica.NK_03.39,False,-1.3,0.72,0.0,1.48607,-0.00393,298.97971,-0.02029,0.0,0.0,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,38,nvk39,nvk40,0.0,-90.0,8.59,,nvk39	nvk40	0.00	-90.00	8.59,29,Nova_Kresanica.NK_03,LEG -47.40 -20.95 -52.80 -47.40 -20.95 -61.39 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.39,Nova_Kresanica.NK_03.40,False,0.0,0.0,-8.59,8.59,0.0,,,-90.0,0.0,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,nie dotyczy,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,39,nvk39,nvk39a,229.0,-7.0,8.35,"<1.00,1.00,4.00,1.00>","nvk39	nvk39a	229.00	-7.00	8.35	<1.00,1.00,4.00,1.00>",27,Nova_Kresanica.NK_03,LEG -47.40 -20.95 -52.80 -53.66 -26.38 -53.81 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.39,Nova_Kresanica.NK_03.39a,False,-6.26,-5.43,-1.01,8.34821,-0.00179,229.06123,0.06123,-6.9489,0.0511,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,40,nvk39a,nvk40a,118.0,53.0,7.28,"<0.00,2.00,1.00,1.00>","nvk39a	nvk40a	118.00	53.00	7.28	<0.00,2.00,1.00,1.00>",28,Nova_Kresanica.NK_03,LEG -53.66 -26.38 -53.81 -49.79 -28.44 -48.00 [Nova_Kresanica.NK_03],Nova_Kresanica.NK_03.39a,Nova_Kresanica.NK_03.40a,False,3.87,-2.06,5.81,7.2785,-0.0015,118.02636,0.02636,52.96247,-0.03753,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,41,nvk40,nvk41,248.0,-3.0,9.03,"<2.00,4.00,2.00,0.00>","nvk40	nvk41	248.00	-3.00	9.03	<2.00,4.00,2.00,0.00>",30,Nova_Kresanica.NK_04,LEG -47.40 -20.95 -61.39 -55.77 -24.32 -61.86 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.40,Nova_Kresanica.NK_04.41,False,-8.37,-3.37,-0.47,9.03519,0.00519,248.06888,0.06888,-2.9818,0.0182,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,42,nvk41,nvk42,209.0,16.5,2.9,"<4.00,1.00,0.30,0.30>","nvk41	nvk42	209.00	16.50	2.90	<4.00,1.00,0.30,0.30>",31,Nova_Kresanica.NK_04,LEG -55.77 -24.32 -61.86 -57.11 -26.76 -61.03 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.41,Nova_Kresanica.NK_04.42,False,-1.34,-2.44,0.83,2.90484,0.00484,208.77472,-0.22528,16.60249,0.10249,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,43,nvk42,nvk43,203.5,61.0,2.83,"<4.00,2.00,0.10,0.30>","nvk42	nvk43	203.50	61.00	2.83	<4.00,2.00,0.10,0.30>",32,Nova_Kresanica.NK_04,LEG -57.11 -26.76 -61.03 -57.66 -28.02 -58.56 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.42,Nova_Kresanica.NK_04.43,False,-0.55,-1.26,2.47,2.82684,-0.00316,203.58165,0.08165,60.89956,-0.10044,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,44,nvk43,nvk44,202.5,-27.0,1.36,"<4.00,1.50,0.40,0.00>","nvk43	nvk44	202.50	-27.00	1.36	<4.00,1.50,0.40,0.00>",33,Nova_Kresanica.NK_04,LEG -57.66 -28.02 -58.56 -58.12 -29.13 -59.18 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.43,Nova_Kresanica.NK_04.44,False,-0.46,-1.11,-0.62,1.35207,-0.00793,202.50982,0.00982,-27.29392,-0.29392,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,45,nvk44,nvk45,226.0,-2.0,7.47,"<3.00,1.00,0.20,0.20>","nvk44	nvk45	226.00	-2.00	7.47	<3.00,1.00,0.20,0.20>",34,Nova_Kresanica.NK_04,LEG -58.12 -29.13 -59.18 -63.49 -34.32 -59.44 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.44,Nova_Kresanica.NK_04.45,False,-5.37,-5.19,-0.26,7.47266,0.00266,225.97654,-0.02346,-1.99392,0.00608,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,46,nvk45,nvk46,208.0,33.0,3.92,"<1.00,1.00,0.00,0.40>","nvk45	nvk46	208.00	33.00	3.92	<1.00,1.00,0.00,0.40>",35,Nova_Kresanica.NK_04,LEG -63.49 -34.32 -59.44 -65.04 -37.22 -57.30 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.45,Nova_Kresanica.NK_04.46,False,-1.55,-2.9,2.14,3.92328,0.00328,208.12374,0.12374,33.05627,0.05627,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,47,nvk46,nvk47,237.0,0.0,1.27,"<1.00,4.50,0.50,0.40>","nvk46	nvk47	237.00	0.00	1.27	<1.00,4.50,0.50,0.40>",36,Nova_Kresanica.NK_04,LEG -65.04 -37.22 -57.30 -66.10 -37.92 -57.30 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.46,Nova_Kresanica.NK_04.47,False,-1.06,-0.7,0.0,1.27028,0.00028,236.56013,-0.43987,0.0,0.0,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,48,nvk47,nvk48,0.0,-90.0,4.42,"<5.00,0.50,1.50,0.00>","nvk47	nvk48	0.00	-90.00	4.42	<5.00,0.50,1.50,0.00>",49,Nova_Kresanica.NK_04,LEG -66.10 -37.92 -57.30 -66.10 -37.92 -61.72 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.47,Nova_Kresanica.NK_04.48,False,0.0,0.0,-4.42,4.42,0.0,,,-90.0,0.0,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,49,nvk48,nvk49,216.0,-8.0,3.45,"<0.00,1.50,0.40,0.00>","nvk48	nvk49	216.00	-8.00	3.45	<0.00,1.50,0.40,0.00>",50,Nova_Kresanica.NK_04,LEG -66.10 -37.92 -61.72 -68.11 -40.68 -62.20 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.48,Nova_Kresanica.NK_04.49,False,-2.01,-2.76,-0.48,3.44791,-0.00209,216.06439,0.06439,-8.00241,-0.00241,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,50,nvk49,nvk50,278.5,-7.5,1.46,"<0.30,1.50,0.40,0.00>","nvk49	nvk50	278.50	-7.50	1.46	<0.30,1.50,0.40,0.00>",51,Nova_Kresanica.NK_04,LEG -68.11 -40.68 -62.20 -69.54 -40.46 -62.39 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.49,Nova_Kresanica.NK_04.50,False,-1.43,0.22,-0.19,1.45925,-0.00075,278.74616,0.24616,-7.48139,0.01861,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,51,nvk50,nvk51,170.5,-23.5,2.82,"<0.50,0.50,0.00,0.40>","nvk50	nvk51	170.50	-23.50	2.82	<0.50,0.50,0.00,0.40>",52,Nova_Kresanica.NK_04,LEG -69.54 -40.46 -62.39 -69.12 -43.02 -63.52 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.50,Nova_Kresanica.NK_04.51,False,0.42,-2.56,-1.13,2.82965,0.00965,170.68291,0.18291,-23.53712,-0.03712,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,52,nvk51,nvk52,237.0,-1.0,4.14,"<1.00,0.20,0.30,0.30>","nvk51	nvk52	237.00	-1.00	4.14	<1.00,0.20,0.30,0.30>",53,Nova_Kresanica.NK_04,LEG -69.12 -43.02 -63.52 -72.59 -45.27 -63.59 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.51,Nova_Kresanica.NK_04.52,False,-3.47,-2.25,-0.07,4.13622,-0.00378,237.04002,0.04002,-0.9697,0.0303,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,53,nvk52,nvk53,309.5,-17.5,3.52,"<1.00,0.20,0.50,0.00>","nvk52	nvk53	309.50	-17.50	3.52	<1.00,0.20,0.50,0.00>",54,Nova_Kresanica.NK_04,LEG -72.59 -45.27 -63.59 -75.18 -43.13 -64.65 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.52,Nova_Kresanica.NK_04.53,False,-2.59,2.14,-1.06,3.52297,0.00297,309.56538,0.06538,-17.51063,-0.01063,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,54,nvk53,nvk54,292.0,-13.5,5.52,"<3.00,1.00,0.50,1.00>","nvk53	nvk54	292.00	-13.50	5.52	<3.00,1.00,0.50,1.00>",55,Nova_Kresanica.NK_04,LEG -75.18 -43.13 -64.65 -80.15 -41.12 -65.94 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.53,Nova_Kresanica.NK_04.54,False,-4.97,2.01,-1.29,5.51408,-0.00592,292.01972,0.01972,-13.52953,-0.02953,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,55,nvk54,nvk55,238.0,-25.5,7.18,"<3.00,1.30,0.50,1.00>","nvk54	nvk55	238.00	-25.50	7.18	<3.00,1.30,0.50,1.00>",56,Nova_Kresanica.NK_04,LEG -80.15 -41.12 -65.94 -85.65 -44.56 -69.03 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.54,Nova_Kresanica.NK_04.55,False,-5.5,-3.44,-3.09,7.18552,0.00552,237.97589,-0.02411,-25.46956,0.03044,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZSR.SRV,56,nvk55,nvk56,241.5,-23.0,6.34,"<1.00,0.20,0.50,0.00>","nvk55	nvk56	241.50	-23.00	6.34	<1.00,0.20,0.50,0.00>",57,Nova_Kresanica.NK_04,LEG -85.65 -44.56 -69.03 -90.78 -47.34 -71.51 [Nova_Kresanica.NK_04],Nova_Kresanica.NK_04.55,Nova_Kresanica.NK_04.56,False,-5.13,-2.78,-2.48,6.34001,1e-05,241.54628,0.04628,-23.02711,-0.02711,False,False,27c96ae600633d80979edeacf38a1c8e19c00908729935bc00278a7fe379a399,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,27,nvk76,nvk77,0.0,-90.0,5.16,"<5.00,0.00,0.00,1.50>","nvk76	nvk77	0.00	-90.00	5.16	<5.00,0.00,0.00,1.50>",68,Nova_Kresanica.NK_07,LEG -113.52 -54.56 -72.08 -113.52 -54.56 -77.24 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.76,Nova_Kresanica.NK_07.77,False,0.0,0.0,-5.16,5.16,-0.0,,,-90.0,0.0,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,28,nvk77,nvk78,210.0,13.66,0.71,"<5.00,1.00,0.00,1.50>","nvk77	nvk78	210.00	13.66	0.71	<5.00,1.00,0.00,1.50>",95,Nova_Kresanica.NK_07,LEG -113.52 -54.56 -77.24 -113.86 -55.15 -77.07 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.77,Nova_Kresanica.NK_07.78,False,-0.34,-0.59,0.17,0.70185,-0.00815,209.95361,-0.04639,14.01733,0.35733,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,29,nvk78,nvk79,218.0,-61.0,3.51,"<6.00,25.00,0.00,4.00>","nvk78	nvk79	218.00	-61.00	3.51	<6.00,25.00,0.00,4.00>",96,Nova_Kresanica.NK_07,LEG -113.86 -55.15 -77.07 -114.91 -56.49 -80.14 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.78,Nova_Kresanica.NK_07.79,False,-1.05,-1.34,-3.07,3.51041,0.00041,218.08161,0.08161,-60.99069,0.00931,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,30,nvk79,nvk80,0.0,-90.0,25.65,"<25.00,0.00,0.00,4.00>","nvk79	nvk80	0.00	-90.00	25.65	<25.00,0.00,0.00,4.00>",97,Nova_Kresanica.NK_07,LEG -114.91 -56.49 -80.14 -114.91 -56.49 -105.79 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.79,Nova_Kresanica.NK_07.80,False,0.0,0.0,-25.65,25.65,0.0,,,-90.0,0.0,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,31,nvk80,nvk81,321.0,-10.66,8.37,"<5.00,0.50,7.00,2.00>","nvk80	nvk81	321.00	-10.66	8.37	<5.00,0.50,7.00,2.00>",98,Nova_Kresanica.NK_07,LEG -114.91 -56.49 -105.79 -120.09 -50.10 -107.34 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.80,Nova_Kresanica.NK_07.81,False,-5.18,6.39,-1.55,8.3706,0.0006,320.97034,-0.02966,-10.67115,-0.01115,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,32,nvk81,nvk82,226.0,-36.33,8.94,"<0.00,2.50,0.70,0.00>","nvk81	nvk82	226.00	-36.33	8.94	<0.00,2.50,0.70,0.00>",99,Nova_Kresanica.NK_07,LEG -120.09 -50.10 -107.34 -125.27 -55.11 -112.64 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.81,Nova_Kresanica.NK_07.82,False,-5.18,-5.01,-5.3,8.94553,0.00553,225.95578,-0.04422,-36.33282,-0.00282,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,33,nvk82,nvk83,0.0,-90.0,2.65,"<2.50,0.00,0.00,1.00>","nvk82	nvk83	0.00	-90.00	2.65	<2.50,0.00,0.00,1.00>",100,Nova_Kresanica.NK_07,LEG -125.27 -55.11 -112.64 -125.27 -55.11 -115.29 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.82,Nova_Kresanica.NK_07.83,False,0.0,0.0,-2.65,2.65,0.0,,,-90.0,0.0,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,34,nvk83,nvk84,286.0,-32.0,1.1,"<0.00,3.00,1.00,0.00>","nvk83	nvk84	286.00	-32.00	1.10	<0.00,3.00,1.00,0.00>",101,Nova_Kresanica.NK_07,LEG -125.27 -55.11 -115.29 -126.16 -54.85 -115.87 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.83,Nova_Kresanica.NK_07.84,False,-0.89,0.26,-0.58,1.09366,-0.00634,286.28492,0.28492,-32.02759,-0.02759,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
CZST.SRV,35,nvk84,nvk85,0.0,-90.0,3.15,"<3.00,0.00,0.00,1.00>","nvk84	nvk85	0.00	-90.00	3.15	<3.00,0.00,0.00,1.00>",102,Nova_Kresanica.NK_07,LEG -126.16 -54.85 -115.87 -126.16 -54.85 -119.02 [Nova_Kresanica.NK_07],Nova_Kresanica.NK_07.84,Nova_Kresanica.NK_07.85,False,0.0,0.0,-3.15,3.15,-0.0,,,-90.0,0.0,False,False,18a903b75ea1f4aafd78247ff74d82e91a53cb1a4bd18131bdd422c5dd5f1028,brak pierwotnego dziennika; cyfry niepotwierdzone,brak w cave.3d,zgodna para stacji; roznice zaokraglenia wspolrzednych
